# file...... out_house.csv
# date...... Sun Feb 17 16:30:01 2019
# user...... dpinney
# host...... (null)
# target.... house 2
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,heating_demand[kW],cooling_demand[kW],heating_setpoint[degF],air_temperature[degF],outdoor_temperature[degF]
2012-01-01 23:56:00 UTC,+2.90772,+1.30494,+65,+65.8382,+24.1156
2012-01-01 23:57:00 UTC,+2.90754,+1.30498,+65,+65.9174,+24.1076
2012-01-01 23:58:00 UTC,+2.90737,+1.30502,+65,+65.9881,+24.0994
2012-01-01 23:59:00 UTC,+2.90718,+1.30507,+65,+66.0517,+24.0908
2012-01-02 00:00:00 UTC,+2.907,+1.30511,+65,+65.7582,+24.082
2012-01-02 00:01:00 UTC,+2.90642,+1.30524,+65,+65.5105,+24.0551
2012-01-02 00:02:00 UTC,+2.90585,+1.30537,+65,+65.301,+24.0286
2012-01-02 00:03:00 UTC,+2.90529,+1.3055,+65,+65.1235,+24.0023
2012-01-02 00:04:00 UTC,+2.90474,+1.30563,+65,+64.9727,+23.9764
2012-01-02 00:05:00 UTC,+2.90419,+1.30575,+65,+64.8443,+23.9507
2012-01-02 00:06:00 UTC,+2.90365,+1.30588,+65,+64.7343,+23.9254
2012-01-02 00:07:00 UTC,+2.90311,+1.306,+65,+64.6283,+23.9003
2012-01-02 00:08:00 UTC,+2.90258,+1.30612,+65,+64.5369,+23.8756
2012-01-02 00:09:00 UTC,+2.90206,+1.30625,+65,+64.4577,+23.8511
2012-01-02 00:10:00 UTC,+2.90154,+1.30636,+65,+64.3886,+23.827
2012-01-02 00:11:00 UTC,+2.90104,+1.30648,+65,+64.328,+23.8031
2012-01-02 00:12:00 UTC,+2.90053,+1.3066,+65,+64.2745,+23.7796
2012-01-02 00:13:00 UTC,+2.90004,+1.30671,+65,+64.227,+23.7563
2012-01-02 00:14:00 UTC,+2.89955,+1.30682,+65,+64.1845,+23.7334
2012-01-02 00:15:00 UTC,+2.89907,+1.30694,+65,+64.1461,+23.7107
2012-01-02 00:16:00 UTC,+2.89859,+1.30705,+65,+64.1112,+23.6884
2012-01-02 00:17:00 UTC,+2.89812,+1.30716,+65,+64.0793,+23.6663
2012-01-02 00:18:00 UTC,+2.89766,+1.30726,+65,+64.0497,+23.6446
2012-01-02 00:19:00 UTC,+2.8972,+1.30737,+65,+64.0222,+23.6231
2012-01-02 00:20:00 UTC,+2.89675,+1.30747,+65,+63.9964,+23.602
2012-01-02 00:21:00 UTC,+2.89631,+1.30757,+65,+64.3195,+23.5811
2012-01-02 00:22:00 UTC,+2.89587,+1.30768,+65,+64.5935,+23.5606
2012-01-02 00:23:00 UTC,+2.89544,+1.30778,+65,+64.8264,+23.5403
2012-01-02 00:24:00 UTC,+2.89502,+1.30787,+65,+65.0249,+23.5204
2012-01-02 00:25:00 UTC,+2.8946,+1.30797,+65,+65.1946,+23.5007
2012-01-02 00:26:00 UTC,+2.89419,+1.30807,+65,+65.3403,+23.4814
2012-01-02 00:27:00 UTC,+2.89378,+1.30816,+65,+65.466,+23.4623
2012-01-02 00:28:00 UTC,+2.89339,+1.30825,+65,+65.5748,+23.4436
2012-01-02 00:29:00 UTC,+2.89299,+1.30834,+65,+65.6695,+23.4251
2012-01-02 00:30:00 UTC,+2.89261,+1.30843,+65,+65.7525,+23.407
2012-01-02 00:31:00 UTC,+2.89223,+1.30852,+65,+65.8256,+23.3891
2012-01-02 00:32:00 UTC,+2.89186,+1.30861,+65,+65.8905,+23.3716
2012-01-02 00:33:00 UTC,+2.89149,+1.30869,+65,+65.9485,+23.3543
2012-01-02 00:34:00 UTC,+2.89113,+1.30877,+65,+66.0008,+23.3374
2012-01-02 00:35:00 UTC,+2.89078,+1.30886,+65,+65.7028,+23.3207
2012-01-02 00:36:00 UTC,+2.89044,+1.30894,+65,+65.4507,+23.3044
2012-01-02 00:37:00 UTC,+2.8901,+1.30902,+65,+65.2371,+23.2883
2012-01-02 00:38:00 UTC,+2.88976,+1.30909,+65,+65.0557,+23.2726
2012-01-02 00:39:00 UTC,+2.88943,+1.30917,+65,+64.9012,+23.2571
2012-01-02 00:40:00 UTC,+2.88911,+1.30924,+65,+64.7691,+23.242
2012-01-02 00:41:00 UTC,+2.8888,+1.30932,+65,+64.6558,+23.2271
2012-01-02 00:42:00 UTC,+2.88849,+1.30939,+65,+64.5583,+23.2126
2012-01-02 00:43:00 UTC,+2.88819,+1.30946,+65,+64.4739,+23.1983
2012-01-02 00:44:00 UTC,+2.8879,+1.30953,+65,+64.4005,+23.1844
2012-01-02 00:45:00 UTC,+2.88761,+1.30959,+65,+64.3363,+23.1707
2012-01-02 00:46:00 UTC,+2.88733,+1.30966,+65,+64.2798,+23.1574
2012-01-02 00:47:00 UTC,+2.88705,+1.30972,+65,+64.2297,+23.1443
2012-01-02 00:48:00 UTC,+2.88678,+1.30979,+65,+64.1851,+23.1316
2012-01-02 00:49:00 UTC,+2.88652,+1.30985,+65,+64.1449,+23.1191
2012-01-02 00:50:00 UTC,+2.88626,+1.30991,+65,+64.1085,+23.107
2012-01-02 00:51:00 UTC,+2.88601,+1.30997,+65,+64.0752,+23.0951
2012-01-02 00:52:00 UTC,+2.88577,+1.31002,+65,+64.0446,+23.0836
2012-01-02 00:53:00 UTC,+2.88553,+1.31008,+65,+64.0162,+23.0723
2012-01-02 00:54:00 UTC,+2.8853,+1.31013,+65,+63.9897,+23.0614
2012-01-02 00:55:00 UTC,+2.88507,+1.31019,+65,+64.308,+23.0507
2012-01-02 00:56:00 UTC,+2.88485,+1.31024,+65,+64.578,+23.0404
2012-01-02 00:57:00 UTC,+2.88464,+1.31029,+65,+64.8075,+23.0303
2012-01-02 00:58:00 UTC,+2.88444,+1.31033,+65,+65.0032,+23.0206
2012-01-02 00:59:00 UTC,+2.88424,+1.31038,+65,+65.1707,+23.0111
2012-01-02 01:00:00 UTC,+2.88404,+1.31043,+65,+65.3145,+23.002
2012-01-02 01:01:00 UTC,+2.88404,+1.31043,+65,+65.4385,+23.002
2012-01-02 01:02:00 UTC,+2.88404,+1.31043,+65,+65.546,+23.002
2012-01-02 01:03:00 UTC,+2.88404,+1.31043,+65,+65.6399,+23.002
2012-01-02 01:04:00 UTC,+2.88404,+1.31043,+65,+65.7222,+23.002
2012-01-02 01:05:00 UTC,+2.88404,+1.31043,+65,+65.795,+23.002
2012-01-02 01:06:00 UTC,+2.88404,+1.31043,+65,+65.8595,+23.002
2012-01-02 01:07:00 UTC,+2.88404,+1.31043,+65,+65.9142,+23.002
2012-01-02 01:08:00 UTC,+2.88404,+1.31043,+65,+65.9636,+23.002
2012-01-02 01:09:00 UTC,+2.88404,+1.31043,+65,+66.0087,+23.002
2012-01-02 01:10:00 UTC,+2.88404,+1.31043,+65,+65.7072,+23.002
2012-01-02 01:11:00 UTC,+2.88404,+1.31043,+65,+65.4522,+23.002
2012-01-02 01:12:00 UTC,+2.88404,+1.31043,+65,+65.236,+23.002
2012-01-02 01:13:00 UTC,+2.88404,+1.31043,+65,+65.0524,+23.002
2012-01-02 01:14:00 UTC,+2.88404,+1.31043,+65,+64.8959,+23.002
2012-01-02 01:15:00 UTC,+2.88404,+1.31043,+65,+64.7621,+23.002
2012-01-02 01:16:00 UTC,+2.88404,+1.31043,+65,+64.6473,+23.002
2012-01-02 01:17:00 UTC,+2.88404,+1.31043,+65,+64.5484,+23.002
2012-01-02 01:18:00 UTC,+2.88404,+1.31043,+65,+64.4628,+23.002
2012-01-02 01:19:00 UTC,+2.88404,+1.31043,+65,+64.3884,+23.002
2012-01-02 01:20:00 UTC,+2.88404,+1.31043,+65,+64.3232,+23.002
2012-01-02 01:21:00 UTC,+2.88404,+1.31043,+65,+64.2658,+23.002
2012-01-02 01:22:00 UTC,+2.88404,+1.31043,+65,+64.2149,+23.002
2012-01-02 01:23:00 UTC,+2.88404,+1.31043,+65,+64.1694,+23.002
2012-01-02 01:24:00 UTC,+2.88404,+1.31043,+65,+64.1285,+23.002
2012-01-02 01:25:00 UTC,+2.88404,+1.31043,+65,+64.0914,+23.002
2012-01-02 01:26:00 UTC,+2.88404,+1.31043,+65,+64.0575,+23.002
2012-01-02 01:27:00 UTC,+2.88404,+1.31043,+65,+64.0263,+23.002
2012-01-02 01:28:00 UTC,+2.88404,+1.31043,+65,+63.9973,+23.002
2012-01-02 01:29:00 UTC,+2.88404,+1.31043,+65,+64.313,+23.002
2012-01-02 01:30:00 UTC,+2.88404,+1.31043,+65,+64.5808,+23.002
2012-01-02 01:31:00 UTC,+2.88404,+1.31043,+65,+64.8085,+23.002
2012-01-02 01:32:00 UTC,+2.88404,+1.31043,+65,+65.0027,+23.002
2012-01-02 01:33:00 UTC,+2.88404,+1.31043,+65,+65.1688,+23.002
2012-01-02 01:34:00 UTC,+2.88404,+1.31043,+65,+65.3114,+23.002
2012-01-02 01:35:00 UTC,+2.88404,+1.31043,+65,+65.4345,+23.002
2012-01-02 01:36:00 UTC,+2.88404,+1.31043,+65,+65.5411,+23.002
2012-01-02 01:37:00 UTC,+2.88404,+1.31043,+65,+65.6341,+23.002
2012-01-02 01:38:00 UTC,+2.88404,+1.31043,+65,+65.7155,+23.002
2012-01-02 01:39:00 UTC,+2.88404,+1.31043,+65,+65.7874,+23.002
2012-01-02 01:40:00 UTC,+2.88404,+1.31043,+65,+65.8512,+23.002
2012-01-02 01:41:00 UTC,+2.88404,+1.31043,+65,+65.9083,+23.002
2012-01-02 01:42:00 UTC,+2.88404,+1.31043,+65,+65.9598,+23.002
2012-01-02 01:43:00 UTC,+2.88404,+1.31043,+65,+66.0066,+23.002
2012-01-02 01:44:00 UTC,+2.88404,+1.31043,+65,+65.7066,+23.002
2012-01-02 01:45:00 UTC,+2.88404,+1.31043,+65,+65.4528,+23.002
2012-01-02 01:46:00 UTC,+2.88404,+1.31043,+65,+65.2377,+23.002
2012-01-02 01:47:00 UTC,+2.88404,+1.31043,+65,+65.0548,+23.002
2012-01-02 01:48:00 UTC,+2.88404,+1.31043,+65,+64.899,+23.002
2012-01-02 01:49:00 UTC,+2.88404,+1.31043,+65,+64.7658,+23.002
2012-01-02 01:50:00 UTC,+2.88404,+1.31043,+65,+64.6516,+23.002
2012-01-02 01:51:00 UTC,+2.88404,+1.31043,+65,+64.5531,+23.002
2012-01-02 01:52:00 UTC,+2.88404,+1.31043,+65,+64.4678,+23.002
2012-01-02 01:53:00 UTC,+2.88404,+1.31043,+65,+64.3936,+23.002
2012-01-02 01:54:00 UTC,+2.88404,+1.31043,+65,+64.3287,+23.002
2012-01-02 01:55:00 UTC,+2.88404,+1.31043,+65,+64.2715,+23.002
2012-01-02 01:56:00 UTC,+2.88404,+1.31043,+65,+64.2208,+23.002
2012-01-02 01:57:00 UTC,+2.88404,+1.31043,+65,+64.1754,+23.002
2012-01-02 01:58:00 UTC,+2.88404,+1.31043,+65,+64.1346,+23.002
2012-01-02 01:59:00 UTC,+2.88404,+1.31043,+65,+64.0976,+23.002
2012-01-02 02:00:00 UTC,+2.88404,+1.31043,+65,+64.0638,+23.002
2012-01-02 02:01:00 UTC,+2.88386,+1.31047,+65,+64.0326,+22.9931
2012-01-02 02:02:00 UTC,+2.88368,+1.31051,+65,+64.0036,+22.9846
2012-01-02 02:03:00 UTC,+2.8835,+1.31055,+65,+63.9764,+22.9763
2012-01-02 02:04:00 UTC,+2.88334,+1.31059,+65,+64.2935,+22.9684
2012-01-02 02:05:00 UTC,+2.88317,+1.31063,+65,+64.5622,+22.9607
2012-01-02 02:06:00 UTC,+2.88302,+1.31066,+65,+64.7904,+22.9534
2012-01-02 02:07:00 UTC,+2.88287,+1.3107,+65,+64.984,+22.9463
2012-01-02 02:08:00 UTC,+2.88273,+1.31073,+65,+65.1496,+22.9396
2012-01-02 02:09:00 UTC,+2.88259,+1.31076,+65,+65.2916,+22.9331
2012-01-02 02:10:00 UTC,+2.88246,+1.31079,+65,+65.414,+22.927
2012-01-02 02:11:00 UTC,+2.88234,+1.31082,+65,+65.5199,+22.9211
2012-01-02 02:12:00 UTC,+2.88222,+1.31085,+65,+65.6121,+22.9156
2012-01-02 02:13:00 UTC,+2.88211,+1.31088,+65,+65.6929,+22.9103
2012-01-02 02:14:00 UTC,+2.88201,+1.3109,+65,+65.764,+22.9054
2012-01-02 02:15:00 UTC,+2.88191,+1.31092,+65,+65.8271,+22.9007
2012-01-02 02:16:00 UTC,+2.88182,+1.31095,+65,+65.8835,+22.8964
2012-01-02 02:17:00 UTC,+2.88173,+1.31097,+65,+65.9342,+22.8923
2012-01-02 02:18:00 UTC,+2.88165,+1.31098,+65,+65.9803,+22.8886
2012-01-02 02:19:00 UTC,+2.88158,+1.311,+65,+66.0224,+22.8851
2012-01-02 02:20:00 UTC,+2.88152,+1.31102,+65,+65.7193,+22.882
2012-01-02 02:21:00 UTC,+2.88146,+1.31103,+65,+65.4628,+22.8791
2012-01-02 02:22:00 UTC,+2.8814,+1.31104,+65,+65.2453,+22.8766
2012-01-02 02:23:00 UTC,+2.88135,+1.31105,+65,+65.0605,+22.8743
2012-01-02 02:24:00 UTC,+2.88131,+1.31106,+65,+64.9029,+22.8724
2012-01-02 02:25:00 UTC,+2.88128,+1.31107,+65,+64.7682,+22.8707
2012-01-02 02:26:00 UTC,+2.88125,+1.31108,+65,+64.6526,+22.8694
2012-01-02 02:27:00 UTC,+2.88123,+1.31108,+65,+64.5529,+22.8683
2012-01-02 02:28:00 UTC,+2.88121,+1.31109,+65,+64.4666,+22.8676
2012-01-02 02:29:00 UTC,+2.8812,+1.31109,+65,+64.3915,+22.8671
2012-01-02 02:30:00 UTC,+2.8812,+1.31109,+65,+64.3257,+22.867
2012-01-02 02:31:00 UTC,+2.8812,+1.31109,+65,+64.2678,+22.8671
2012-01-02 02:32:00 UTC,+2.88121,+1.31109,+65,+64.2164,+22.8676
2012-01-02 02:33:00 UTC,+2.88123,+1.31108,+65,+64.1704,+22.8683
2012-01-02 02:34:00 UTC,+2.88125,+1.31108,+65,+64.129,+22.8694
2012-01-02 02:35:00 UTC,+2.88128,+1.31107,+65,+64.0915,+22.8707
2012-01-02 02:36:00 UTC,+2.88131,+1.31106,+65,+64.0572,+22.8724
2012-01-02 02:37:00 UTC,+2.88135,+1.31105,+65,+64.0255,+22.8743
2012-01-02 02:38:00 UTC,+2.8814,+1.31104,+65,+63.9961,+22.8766
2012-01-02 02:39:00 UTC,+2.88146,+1.31103,+65,+64.3106,+22.8791
2012-01-02 02:40:00 UTC,+2.88152,+1.31102,+65,+64.5772,+22.882
2012-01-02 02:41:00 UTC,+2.88158,+1.311,+65,+64.8039,+22.8851
2012-01-02 02:42:00 UTC,+2.88165,+1.31098,+65,+64.9972,+22.8886
2012-01-02 02:43:00 UTC,+2.88173,+1.31097,+65,+65.1626,+22.8923
2012-01-02 02:44:00 UTC,+2.88182,+1.31095,+65,+65.3046,+22.8964
2012-01-02 02:45:00 UTC,+2.88191,+1.31092,+65,+65.4271,+22.9007
2012-01-02 02:46:00 UTC,+2.88201,+1.3109,+65,+65.5333,+22.9054
2012-01-02 02:47:00 UTC,+2.88211,+1.31088,+65,+65.6258,+22.9103
2012-01-02 02:48:00 UTC,+2.88222,+1.31085,+65,+65.7069,+22.9156
2012-01-02 02:49:00 UTC,+2.88234,+1.31082,+65,+65.7785,+22.9211
2012-01-02 02:50:00 UTC,+2.88246,+1.31079,+65,+65.8421,+22.927
2012-01-02 02:51:00 UTC,+2.88259,+1.31076,+65,+65.899,+22.9331
2012-01-02 02:52:00 UTC,+2.88273,+1.31073,+65,+65.9504,+22.9396
2012-01-02 02:53:00 UTC,+2.88287,+1.3107,+65,+65.9971,+22.9463
2012-01-02 02:54:00 UTC,+2.88302,+1.31066,+65,+66.0399,+22.9534
2012-01-02 02:55:00 UTC,+2.88317,+1.31063,+65,+65.7369,+22.9607
2012-01-02 02:56:00 UTC,+2.88334,+1.31059,+65,+65.4807,+22.9684
2012-01-02 02:57:00 UTC,+2.8835,+1.31055,+65,+65.2634,+22.9763
2012-01-02 02:58:00 UTC,+2.88368,+1.31051,+65,+65.0789,+22.9846
2012-01-02 02:59:00 UTC,+2.88386,+1.31047,+65,+64.9216,+22.9931
2012-01-02 03:00:00 UTC,+2.88404,+1.31043,+65,+64.7872,+23.002
2012-01-02 03:01:00 UTC,+2.8848,+1.31025,+65,+64.6719,+23.0377
2012-01-02 03:02:00 UTC,+2.88554,+1.31008,+65,+64.5727,+23.0728
2012-01-02 03:03:00 UTC,+2.88627,+1.30991,+65,+64.487,+23.1073
2012-01-02 03:04:00 UTC,+2.88698,+1.30974,+65,+64.4126,+23.1412
2012-01-02 03:05:00 UTC,+2.88769,+1.30958,+65,+64.3475,+23.1745
2012-01-02 03:06:00 UTC,+2.88838,+1.30942,+65,+64.2903,+23.2072
2012-01-02 03:07:00 UTC,+2.88906,+1.30926,+65,+64.2389,+23.2393
2012-01-02 03:08:00 UTC,+2.88972,+1.3091,+65,+64.1932,+23.2708
2012-01-02 03:09:00 UTC,+2.89038,+1.30895,+65,+64.1522,+23.3017
2012-01-02 03:10:00 UTC,+2.89102,+1.3088,+65,+64.1151,+23.332
2012-01-02 03:11:00 UTC,+2.89165,+1.30865,+65,+64.0813,+23.3617
2012-01-02 03:12:00 UTC,+2.89227,+1.30851,+65,+64.0503,+23.3908
2012-01-02 03:13:00 UTC,+2.89287,+1.30837,+65,+64.0215,+23.4193
2012-01-02 03:14:00 UTC,+2.89346,+1.30823,+65,+63.9947,+23.4472
2012-01-02 03:15:00 UTC,+2.89404,+1.3081,+65,+64.3158,+23.4745
2012-01-02 03:16:00 UTC,+2.89461,+1.30797,+65,+64.5884,+23.5012
2012-01-02 03:17:00 UTC,+2.89516,+1.30784,+65,+64.8205,+23.5273
2012-01-02 03:18:00 UTC,+2.89571,+1.30771,+65,+65.0188,+23.5528
2012-01-02 03:19:00 UTC,+2.89623,+1.30759,+65,+65.1887,+23.5777
2012-01-02 03:20:00 UTC,+2.89675,+1.30747,+65,+65.3349,+23.602
2012-01-02 03:21:00 UTC,+2.89726,+1.30736,+65,+65.4613,+23.6257
2012-01-02 03:22:00 UTC,+2.89775,+1.30724,+65,+65.5711,+23.6488
2012-01-02 03:23:00 UTC,+2.89823,+1.30713,+65,+65.6671,+23.6713
2012-01-02 03:24:00 UTC,+2.89869,+1.30702,+65,+65.7514,+23.6932
2012-01-02 03:25:00 UTC,+2.89915,+1.30692,+65,+65.8261,+23.7145
2012-01-02 03:26:00 UTC,+2.89959,+1.30682,+65,+65.8926,+23.7352
2012-01-02 03:27:00 UTC,+2.90002,+1.30672,+65,+65.9524,+23.7553
2012-01-02 03:28:00 UTC,+2.90043,+1.30662,+65,+66.0064,+23.7748
2012-01-02 03:29:00 UTC,+2.90083,+1.30653,+65,+65.7069,+23.7937
2012-01-02 03:30:00 UTC,+2.90122,+1.30644,+65,+65.4536,+23.812
2012-01-02 03:31:00 UTC,+2.9016,+1.30635,+65,+65.239,+23.8297
2012-01-02 03:32:00 UTC,+2.90197,+1.30627,+65,+65.0568,+23.8468
2012-01-02 03:33:00 UTC,+2.90232,+1.30619,+65,+64.9015,+23.8633
2012-01-02 03:34:00 UTC,+2.90266,+1.30611,+65,+64.7689,+23.8792
2012-01-02 03:35:00 UTC,+2.90299,+1.30603,+65,+64.6552,+23.8945
2012-01-02 03:36:00 UTC,+2.9033,+1.30596,+65,+64.5572,+23.9092
2012-01-02 03:37:00 UTC,+2.9036,+1.30589,+65,+64.4726,+23.9233
2012-01-02 03:38:00 UTC,+2.90389,+1.30582,+65,+64.3989,+23.9368
2012-01-02 03:39:00 UTC,+2.90416,+1.30576,+65,+64.3345,+23.9497
2012-01-02 03:40:00 UTC,+2.90443,+1.3057,+65,+64.2778,+23.962
2012-01-02 03:41:00 UTC,+2.90468,+1.30564,+65,+64.2276,+23.9737
2012-01-02 03:42:00 UTC,+2.90492,+1.30559,+65,+64.1828,+23.9848
2012-01-02 03:43:00 UTC,+2.90514,+1.30554,+65,+64.1426,+23.9953
2012-01-02 03:44:00 UTC,+2.90535,+1.30549,+65,+64.1061,+24.0052
2012-01-02 03:45:00 UTC,+2.90555,+1.30544,+65,+64.0727,+24.0145
2012-01-02 03:46:00 UTC,+2.90574,+1.3054,+65,+64.042,+24.0232
2012-01-02 03:47:00 UTC,+2.90591,+1.30536,+65,+64.0136,+24.0313
2012-01-02 03:48:00 UTC,+2.90607,+1.30532,+65,+63.9869,+24.0388
2012-01-02 03:49:00 UTC,+2.90622,+1.30529,+65,+64.3126,+24.0457
2012-01-02 03:50:00 UTC,+2.90635,+1.30526,+65,+64.5891,+24.052
2012-01-02 03:51:00 UTC,+2.90648,+1.30523,+65,+64.8242,+24.0577
2012-01-02 03:52:00 UTC,+2.90658,+1.3052,+65,+65.0249,+24.0628
2012-01-02 03:53:00 UTC,+2.90668,+1.30518,+65,+65.1967,+24.0673
2012-01-02 03:54:00 UTC,+2.90676,+1.30516,+65,+65.3444,+24.0712
2012-01-02 03:55:00 UTC,+2.90683,+1.30515,+65,+65.4718,+24.0745
2012-01-02 03:56:00 UTC,+2.90689,+1.30513,+65,+65.5824,+24.0772
2012-01-02 03:57:00 UTC,+2.90694,+1.30512,+65,+65.6789,+24.0793
2012-01-02 03:58:00 UTC,+2.90697,+1.30511,+65,+65.7635,+24.0808
2012-01-02 03:59:00 UTC,+2.90699,+1.30511,+65,+65.8382,+24.0817
2012-01-02 04:00:00 UTC,+2.907,+1.30511,+65,+65.9046,+24.082
2012-01-02 04:01:00 UTC,+2.90623,+1.30528,+65,+65.9641,+24.0463
2012-01-02 04:02:00 UTC,+2.90548,+1.30546,+65,+66.0173,+24.0112
2012-01-02 04:03:00 UTC,+2.90474,+1.30563,+65,+65.7146,+23.9767
2012-01-02 04:04:00 UTC,+2.90402,+1.30579,+65,+65.4585,+23.9428
2012-01-02 04:05:00 UTC,+2.90331,+1.30596,+65,+65.2412,+23.9095
2012-01-02 04:06:00 UTC,+2.90261,+1.30612,+65,+65.0564,+23.8768
2012-01-02 04:07:00 UTC,+2.90192,+1.30628,+65,+64.8994,+23.8447
2012-01-02 04:08:00 UTC,+2.90125,+1.30643,+65,+64.7651,+23.8132
2012-01-02 04:09:00 UTC,+2.90059,+1.30658,+65,+64.6498,+23.7823
2012-01-02 04:10:00 UTC,+2.89995,+1.30673,+65,+64.5503,+23.752
2012-01-02 04:11:00 UTC,+2.89931,+1.30688,+65,+64.4641,+23.7223
2012-01-02 04:12:00 UTC,+2.89869,+1.30702,+65,+64.3889,+23.6932
2012-01-02 04:13:00 UTC,+2.89809,+1.30716,+65,+64.3231,+23.6647
2012-01-02 04:14:00 UTC,+2.89749,+1.3073,+65,+64.265,+23.6368
2012-01-02 04:15:00 UTC,+2.89691,+1.30743,+65,+64.2133,+23.6095
2012-01-02 04:16:00 UTC,+2.89634,+1.30757,+65,+64.1672,+23.5828
2012-01-02 04:17:00 UTC,+2.89579,+1.30769,+65,+64.1255,+23.5567
2012-01-02 04:18:00 UTC,+2.89525,+1.30782,+65,+64.0877,+23.5312
2012-01-02 04:19:00 UTC,+2.89472,+1.30794,+65,+64.053,+23.5063
2012-01-02 04:20:00 UTC,+2.8942,+1.30806,+65,+64.021,+23.482
2012-01-02 04:21:00 UTC,+2.8937,+1.30818,+65,+63.9913,+23.4583
2012-01-02 04:22:00 UTC,+2.89321,+1.30829,+65,+64.3097,+23.4352
2012-01-02 04:23:00 UTC,+2.89273,+1.3084,+65,+64.5795,+23.4127
2012-01-02 04:24:00 UTC,+2.89227,+1.30851,+65,+64.8087,+23.3908
2012-01-02 04:25:00 UTC,+2.89181,+1.30862,+65,+65.0039,+23.3695
2012-01-02 04:26:00 UTC,+2.89138,+1.30872,+65,+65.1706,+23.3488
2012-01-02 04:27:00 UTC,+2.89095,+1.30882,+65,+65.3136,+23.3287
2012-01-02 04:28:00 UTC,+2.89054,+1.30891,+65,+65.4366,+23.3092
2012-01-02 04:29:00 UTC,+2.89014,+1.30901,+65,+65.5431,+23.2903
2012-01-02 04:30:00 UTC,+2.88975,+1.3091,+65,+65.6356,+23.272
2012-01-02 04:31:00 UTC,+2.88937,+1.30918,+65,+65.7165,+23.2543
2012-01-02 04:32:00 UTC,+2.88901,+1.30927,+65,+65.7877,+23.2372
2012-01-02 04:33:00 UTC,+2.88866,+1.30935,+65,+65.8508,+23.2207
2012-01-02 04:34:00 UTC,+2.88833,+1.30943,+65,+65.9071,+23.2048
2012-01-02 04:35:00 UTC,+2.888,+1.3095,+65,+65.9577,+23.1895
2012-01-02 04:36:00 UTC,+2.88769,+1.30958,+65,+66.0035,+23.1748
2012-01-02 04:37:00 UTC,+2.88739,+1.30964,+65,+65.7012,+23.1607
2012-01-02 04:38:00 UTC,+2.88711,+1.30971,+65,+65.4454,+23.1472
2012-01-02 04:39:00 UTC,+2.88684,+1.30977,+65,+65.2284,+23.1343
2012-01-02 04:40:00 UTC,+2.88658,+1.30983,+65,+65.044,+23.122
2012-01-02 04:41:00 UTC,+2.88633,+1.30989,+65,+64.8867,+23.1103
2012-01-02 04:42:00 UTC,+2.8861,+1.30995,+65,+64.7522,+23.0992
2012-01-02 04:43:00 UTC,+2.88587,+1.31,+65,+64.6367,+23.0887
2012-01-02 04:44:00 UTC,+2.88566,+1.31005,+65,+64.5372,+23.0788
2012-01-02 04:45:00 UTC,+2.88547,+1.31009,+65,+64.4509,+23.0695
2012-01-02 04:46:00 UTC,+2.88528,+1.31014,+65,+64.3758,+23.0608
2012-01-02 04:47:00 UTC,+2.88511,+1.31018,+65,+64.3099,+23.0527
2012-01-02 04:48:00 UTC,+2.88496,+1.31021,+65,+64.2519,+23.0452
2012-01-02 04:49:00 UTC,+2.88481,+1.31025,+65,+64.2004,+23.0383
2012-01-02 04:50:00 UTC,+2.88468,+1.31028,+65,+64.1544,+23.032
2012-01-02 04:51:00 UTC,+2.88456,+1.31031,+65,+64.1129,+23.0263
2012-01-02 04:52:00 UTC,+2.88445,+1.31033,+65,+64.0752,+23.0212
2012-01-02 04:53:00 UTC,+2.88435,+1.31035,+65,+64.0408,+23.0167
2012-01-02 04:54:00 UTC,+2.88427,+1.31037,+65,+64.009,+23.0128
2012-01-02 04:55:00 UTC,+2.8842,+1.31039,+65,+63.9795,+23.0095
2012-01-02 04:56:00 UTC,+2.88415,+1.3104,+65,+64.2948,+23.0068
2012-01-02 04:57:00 UTC,+2.8841,+1.31041,+65,+64.5621,+23.0047
2012-01-02 04:58:00 UTC,+2.88407,+1.31042,+65,+64.7893,+23.0032
2012-01-02 04:59:00 UTC,+2.88405,+1.31042,+65,+64.983,+23.0023
2012-01-02 05:00:00 UTC,+2.88404,+1.31043,+65,+65.1487,+23.002
2012-01-02 05:01:00 UTC,+2.8848,+1.31025,+65,+65.291,+23.0377
2012-01-02 05:02:00 UTC,+2.88554,+1.31008,+65,+65.414,+23.0728
2012-01-02 05:03:00 UTC,+2.88627,+1.30991,+65,+65.5211,+23.1073
2012-01-02 05:04:00 UTC,+2.88698,+1.30974,+65,+65.6148,+23.1412
2012-01-02 05:05:00 UTC,+2.88769,+1.30958,+65,+65.6973,+23.1745
2012-01-02 05:06:00 UTC,+2.88838,+1.30942,+65,+65.7705,+23.2072
2012-01-02 05:07:00 UTC,+2.88906,+1.30926,+65,+65.8395,+23.2393
2012-01-02 05:08:00 UTC,+2.88972,+1.3091,+65,+65.9016,+23.2708
2012-01-02 05:09:00 UTC,+2.89038,+1.30895,+65,+65.9577,+23.3017
2012-01-02 05:10:00 UTC,+2.89102,+1.3088,+65,+66.0089,+23.332
2012-01-02 05:11:00 UTC,+2.89165,+1.30865,+65,+65.7107,+23.3617
2012-01-02 05:12:00 UTC,+2.89227,+1.30851,+65,+65.4586,+23.3908
